id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label,probabilidade_ataque,probabilidade_percentual,classificacao,nivel_risco,resultado_deteccao,timestamp_alerta,tipo_alerta,origem,modelo,threshold_modelo
64159,0.84033,tcp,http,FIN,10,14,880,9528,27.3702,62,252,7539.89502,84233.57813,2,4,93.37,59.661925,5354.646413,5330.620386,255,749640279,2733606973,255,0.113626,0.064436,0.04919,88,681,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,0.9954083306001967,99.54,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
143896,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,1,2,2,1,1,1,0,0,0,2,3,0,Fuzzers,1,0.4062575210589651,40.63,ATAQUE,MEDIO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
51086,2.897373,tcp,-,FIN,18,24,1000,11954,14.15075,62,252,2609.260254,31631.41211,6,10,170.433706,118.607698,9140.514152,7746.897273,255,1280099661,19774783,255,0.278821,0.134133,0.144688,56,498,0,0,4,1,2,1,1,2,0,0,0,2,3,0,Exploits,1,0.9954083306001967,99.54,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
117343,0.202801,tcp,http,FIN,10,6,742,268,73.964131,254,252,26350.95508,8836.248047,2,1,22.533444,34.643199,1135.926024,66.46982,255,3345225339,1933420668,255,0.065991,0.016517,0.049474,74,45,1,0,1,1,1,1,1,1,0,0,1,35,1,0,Reconnaissance,1,0.9336340206185567,93.36,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
99152,9e-06,udp,-,INT,2,0,304,0,111111.1072,254,0,135111104.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,152,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1,0.4062575210589651,40.63,ATAQUE,MEDIO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
174045,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,17,17,17,24,0,0,0,18,24,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
124969,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,5,5,5,29,0,0,0,6,29,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
140950,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,29,29,14,29,0,0,0,29,29,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
163088,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,20,18,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
85155,1e-05,udp,snmp,INT,2,0,136,0,100000.0025,254,0,54400000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,68,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
173958,1.027015,tcp,-,FIN,10,6,534,268,14.605435,254,252,3746.780762,1744.862549,2,1,111.384333,192.191,7139.68182,329.27775,255,2987919486,824044978,255,0.135963,0.066052,0.069911,53,45,0,0,5,1,1,1,1,2,0,0,0,2,2,0,Fuzzers,1,0.2358265840876608,23.58,ATAQUE,BAIXO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
99296,1.084797,tcp,http,FIN,10,10,816,1142,17.514797,62,252,5420.368652,7581.141602,2,2,120.403333,110.107,6643.247942,192.994703,255,3379332469,2468897881,255,0.164063,0.093825,0.070238,82,114,1,126,2,1,2,2,2,2,0,0,4,2,2,0,Exploits,1,0.09981515711645102,9.98,ATAQUE,BAIXO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
162424,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,13,12,12,13,0,0,0,12,12,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
150718,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,36,36,24,38,0,0,0,36,38,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
101296,0.438413,tcp,-,FIN,12,12,800,1944,52.461949,62,252,13393.76367,32517.28516,3,4,39.855727,39.186453,1948.580399,46.375355,255,4037359297,3704046736,255,0.053668,0.006806,0.046862,67,162,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,0.9336340206185567,93.36,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
108108,2.110187,tcp,ftp,FIN,12,12,632,682,10.899508,254,252,2198.857178,2373.249268,3,4,191.826543,182.123094,13780.49041,383.413187,255,878065427,1940488619,255,0.1607,0.106829,0.053871,53,57,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1,0.50567916601836,50.57,ATAQUE,MEDIO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
85609,0.649328,tcp,-,FIN,14,8,8372,412,32.341128,254,252,95779.02344,4447.675293,4,2,49.948308,80.565859,3686.399171,161.632703,255,3088842311,3505506412,255,0.025816,0.011417,0.014399,598,52,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,0.50567916601836,50.57,ATAQUE,MEDIO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
174802,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,33,33,17,36,0,0,0,34,36,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
42435,0.51586,tcp,-,FIN,10,8,1612,354,32.954676,254,252,22502.22852,4807.505859,2,1,52.873889,68.88543,3554.033526,122.76157,255,3641881290,1076245632,255,0.091259,0.033653,0.057606,161,44,0,0,8,1,2,2,1,7,0,0,0,2,7,0,Normal,0,0.50567916601836,50.57,ATAQUE,MEDIO,FALSO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
143,1.1e-05,udp,-,INT,2,0,942,0,90909.0902,254,0,342545440.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,471,0,0,0,63,2,8,8,1,63,0,0,0,8,62,0,Normal,0,0.4062575210589651,40.63,ATAQUE,MEDIO,FALSO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
66206,0.84498,tcp,-,FIN,14,12,794,678,29.586499,254,252,6987.147461,5888.896973,4,4,64.998459,68.158273,3201.23683,109.246555,255,596059507,51587266,255,0.112178,0.077055,0.035123,57,57,0,0,4,1,1,1,1,3,0,0,0,1,4,0,Normal,0,0.50567916601836,50.57,ATAQUE,MEDIO,FALSO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
109113,3e-06,cftp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,3,3,4,0,0,0,4,4,0,Backdoor,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
174632,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,19,2,16,16,16,19,0,0,0,16,19,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
96043,9e-06,rsvp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,5,4,4,17,0,0,0,6,14,0,Fuzzers,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
69377,1.604643,tcp,http,FIN,10,12,830,4678,13.087023,62,252,3724.192871,21382.94922,2,3,178.293667,135.214276,9660.164641,10930.89337,255,3003176716,1906360517,255,0.291593,0.116556,0.175037,83,390,0,0,1,1,2,1,1,1,0,0,0,2,2,0,Exploits,1,0.9954083306001967,99.54,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
51506,0.498772,tcp,-,FIN,12,8,1260,742,38.093558,254,252,18525.49805,10425.60547,3,2,43.958,61.796285,2359.34401,98.126492,255,3254736661,22196518,255,0.121826,0.066185,0.055641,105,93,0,0,5,1,2,2,1,5,0,0,0,2,5,0,Fuzzers,1,0.50567916601836,50.57,ATAQUE,MEDIO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
147150,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,44,2,10,10,7,44,0,0,0,10,44,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
35965,6e-06,udp,-,INT,2,0,1066,0,166666.6608,254,0,710666624.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,13,2,3,3,1,13,0,0,0,3,13,0,Normal,0,0.4062575210589651,40.63,ATAQUE,MEDIO,FALSO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
47722,3.203837,tcp,ftp,FIN,14,12,810,682,7.803144,254,252,1880.245483,1563.125732,4,4,246.399385,271.717719,19338.8588,580.650125,255,424230504,2485356923,255,0.315049,0.214937,0.100112,58,57,0,0,1,1,1,1,1,1,1,1,0,1,1,0,Normal,0,0.50567916601836,50.57,ATAQUE,MEDIO,FALSO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
174488,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,17,16,16,27,0,0,0,17,27,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
171718,8e-06,aris,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,4,4,0,Exploits,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
65839,0.834369,tcp,-,FIN,10,8,564,354,20.374678,254,252,4870.746582,2972.305908,2,1,92.707667,104.176711,6029.553226,162.36675,255,1425910807,1147465283,255,0.132975,0.058969,0.074006,56,44,0,0,3,1,3,1,1,1,0,0,0,1,5,0,Reconnaissance,1,0.50567916601836,50.57,ATAQUE,MEDIO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
74057,1.011412,tcp,-,FIN,10,8,564,354,16.808185,254,252,4018.144775,2452.017578,2,1,106.115778,129.584,6731.036844,185.391828,255,1423287176,2858472676,255,0.195107,0.10432,0.090787,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1,0.50567916601836,50.57,ATAQUE,MEDIO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
111715,6e-06,dgp,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,3,3,3,0,0,0,3,3,0,Exploits,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
104808,0.76188,tcp,-,FIN,10,8,534,354,22.313226,254,252,5050.664062,3255.105957,2,1,84.653333,98.888289,4976.181832,165.421141,255,3278320343,193982277,255,0.115893,0.069003,0.04689,53,44,0,0,3,1,1,1,1,3,0,0,0,9,3,0,Normal,0,0.2358265840876608,23.58,ATAQUE,BAIXO,FALSO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
104097,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Analysis,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
105222,1.236958,tcp,http,FIN,24,80,2374,101214,83.268791,62,252,14719.98242,646418.0625,4,37,53.780783,14.612836,3212.929983,1611.52582,255,1602496307,2715868191,255,0.106653,0.081817,0.024836,99,1265,1,114,1,1,1,1,1,1,0,0,1,2,1,0,Exploits,1,0.9336340206185567,93.36,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
106884,0.486545,tcp,-,FIN,10,6,534,268,30.829625,254,252,7908.82666,3683.112549,2,1,52.700333,81.613797,2733.290672,133.108891,255,1512479863,2343973706,255,0.098939,0.078474,0.020465,53,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0,0.2358265840876608,23.58,ATAQUE,BAIXO,FALSO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
83977,0.768635,tcp,-,FIN,10,8,612,354,22.11713,254,252,5734.841797,3226.499023,2,1,85.403889,93.095711,4826.078515,176.092578,255,3372500952,2988029283,255,0.170205,0.090112,0.080093,61,44,0,0,2,1,1,1,1,1,0,0,0,26,1,0,Shellcode,1,0.50567916601836,50.57,ATAQUE,MEDIO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
170136,3e-06,ipv6-route,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,4,7,0,Backdoor,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
95851,6e-06,snp,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,6,4,4,13,0,0,0,8,9,0,Reconnaissance,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
64554,3.426918,tcp,-,FIN,26,72,1364,71942,28.305317,62,252,3062.810303,165613.5313,6,33,137.0528,46.494803,7533.977316,4422.575822,255,1801743096,4230176255,255,0.19748,0.125779,0.071701,52,999,0,0,6,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,0.9954083306001967,99.54,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
119790,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,20,2,18,18,18,20,0,0,0,18,20,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
80957,7.911473,tcp,-,FIN,108,624,4884,799648,92.397461,62,252,4893.146973,807300.5,6,310,73.939,12.708785,3754.677756,1558.184909,255,200658738,4169003070,255,0.137292,0.056106,0.081186,45,1281,0,0,2,1,1,1,1,1,0,0,0,25,1,0,Exploits,1,0.9336340206185567,93.36,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
169326,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,13,13,13,13,0,0,0,13,13,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
92734,9e-06,pnni,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,2,2,8,0,0,0,5,6,0,Reconnaissance,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
117235,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,46,2,31,31,17,46,0,0,0,31,46,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
172426,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,17,16,16,18,0,0,0,17,18,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
175269,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,12,10,10,34,0,0,0,10,34,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
85357,1.02188,cbt,-,INT,4,0,360,0,2.935765,254,0,2113.750977,0.0,0,0,340.626656,0.0,481.706125,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,8,8,8,10,0,0,0,8,10,0,Exploits,1,0.2358265840876608,23.58,ATAQUE,BAIXO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
135918,0.857924,tcp,pop3,FIN,20,20,962,3740,45.458573,62,252,8522.899414,33131.14063,7,8,45.153894,44.656,2118.117698,49.228043,255,1884935909,907996954,255,0.05868,0.008631,0.050049,48,187,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,0.9954083306001967,99.54,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
77380,4e-06,scps,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,24,4,0,DoS,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
70854,0.032103,udp,-,CON,2,2,85,126,93.449215,254,60,10715.50977,15699.46777,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,43,63,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Exploits,1,0.2864321608040201,28.64,ATAQUE,BAIXO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
161032,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,44,2,28,28,14,44,0,0,0,28,44,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
42174,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,34,2,13,13,1,34,0,0,0,13,34,0,Normal,0,0.4062575210589651,40.63,ATAQUE,MEDIO,FALSO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
70300,6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Exploits,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
107014,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,DoS,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
171338,1.555774,tcp,http,FIN,10,8,822,1058,10.927037,62,252,3805.179932,4761.617188,2,2,172.863778,208.139578,10135.98536,412.410156,255,3437860473,2286299427,255,0.211572,0.097362,0.11421,82,132,1,127,2,1,2,2,2,2,0,0,4,2,2,0,Fuzzers,1,0.09981515711645102,9.98,ATAQUE,BAIXO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
162727,1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,16,16,16,33,0,0,0,17,33,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
133602,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,11,11,3,28,0,0,0,11,28,0,Generic,1,0.9967094438960185,99.67,ATAQUE,CRITICO,VERDADEIRO_POSITIVO,2026-09-03 13:39:43,ML_NETWORK_ATTACK,UNSW-NB15,DecisionTreeClassifier,0.099
